Symbol,Conclusion,Price,Market Cap (Cr),Score (%),market_cap,stock_price,eps,eps_growth_5y,roe,roce,operating_margin,net_margin,gross_margin,de_ratio,interest_coverage,current_ratio,quick_ratio,free_cash_flow,cash_conversion_ratio,revenue,revenue_growth_5y,profit,profit_growth_5y,operating_leverage,pe_ratio,peg_ratio,pb_ratio,ev_ebitda,beta,dividend_yield,liquidity,promoter_holding,promoter_holding_growth,quarterly_revenue,quarterly_profit,quarterly_eps,quarterly_revenue_growth,quarterly_profit_growth,quarterly_eps_growth,quarterly_de_ratio,quarterly_current_ratio,quarterly_interest_coverage,market_cap (s),stock_price (s),eps_growth_5y (s),roe (s),roce (s),operating_margin (s),net_margin (s),de_ratio (s),interest_coverage (s),current_ratio (s),free_cash_flow (s),revenue_growth_5y (s),profit_growth_5y (s),cash_flow_growth (s),pe_ratio (s),peg_ratio (s),pb_ratio (s),ev_ebitda (s),liquidity (s),promoter_holding (s),promoter_holding_growth (s)
PLAZACABLE.NS,,49.15,216.9879296,22.85714286,2169879296,49.15,0.75,-0.21432206,,,0.03031,0.01387,0.19855,20.627,2.412486467,,,,,2181750000,0.072660278,28840000,-0.214652,-2.954186328,65.53333,,1.7562354,28.834,-0.797,,47677,69.83,0,"[653600000.0, 734650000.0, 496290000.0, 478360000.0, 472450000.0]","[10800000.0, 18350000.0, 2080000.0, 1550000.0, 6850000.0]","[0.25, 0.05, 0.04, 0.16]","[0.12400550795593634, -0.32445382154767577, -0.03612807028148868, -0.012354711932435869]","[0.6990740740740742, -0.8866485013623978, -0.2548076923076923, 3.419354838709677]","[-0.8, -0.20000000000000007, 3.0]","[0.20625828519057984, 0.17965842636895268, 0.3457052494184976]",[],"[3.2957317073170733, 5.564705882352941, 1.6206451612903225, 1.199081163859112, 2.091825307950728]",5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,5,3
ABMINTLLTD.NS,,52,48.9216,21.9047619,489216000,52,-1.45,,,,-0.01211,-0.06737,-0.0619,108.301,-8.214109521,,,,,801932000,-0.142051438,-13644000,,,,,3.6889899,-10.7,-0.035,,3050,74.7,0,"[176723000.0, 166821000.0, 156398000.0]","[-17380000.0, -20596000.0, -2007000.0]",[-2.2],"[-0.056031190054492086, -0.06248014338722341]","[0.18504027617951668, -0.9025538939599922]",[],"[1.083006231565875, 0.6765899864682002]",[],"[-76.58275862068966, -20.145790554414784, -9.320149253731342]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3
ADL.NS,,90.51,50.3801312,21.9047619,503801312,90.51,0.23,-0.389738778,,,0.00072,0.00256,0.27854002,44.166,1.057037675,,,,,524045000,0.076931428,565000,-0.387430283,-5.036046922,393.52173,,0.62398314,25.464,0.249,,29776,72.97,0,"[110601000.0, 139532000.0, 119997000.0, 141018000.0, 123497000.0]","[-1443000.0, -34000.0, 138000.0, 2648000.0, -2187000.0]","[-0.26, 0.02, 0.48, -0.39]","[0.2615799133823382, -0.140003726743686, 0.17517937948448714, -0.12424655008580465]","[-0.9764379764379765, -5.0588235294117645, 18.18840579710145, -1.825906344410876]","[-1.0769230769230769, 23.0, -1.8125]","[0.44165859077694, 0.4455584855163728, 0.43354915490682105]",[],"[0.6138512124948623, 0.9983908045977011, 1.0635238441936659, 1.468455551003687, 0.7680129240710823]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3
AKASH.NS,,26.99,45.5119776,21.9047619,455119776,26.99,0.43,-0.273511525,,,0.04838,0.01117,0.30921,101.756,1.281391508,,,,,576311000,-0.07204202,8909000,-0.273511472,3.796554725,62.76744,,0.53350466,21.253,0.475,,14864,74.59,0,"[212126000.0, 198692000.0, 138722000.0, 91987000.0, 146910000.0]","[1747000.0, 23864000.0, 592000.0, -19045000.0, 3479000.0]","[0.1, 0.035107, -1.129427, 0.2]","[-0.06333028483071379, -0.30182392849233985, -0.3368968152131602, 0.5970734995162359]","[12.65998855180309, -0.9751927589674824, -33.170608108108105, -1.1826726174849043]","[-0.64893, -33.17099154014869, -1.1770809445851746]","[1.018478710210831, 1.0305387408833002, 1.0834218408773584]",[],"[1.257876781055589, 4.160015107641949, 1.1120297643654402, -0.9326351827610513, 1.357586068855084]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3
BANKA.NS,,85,92.4307584,21.9047619,924307584,85,-8.48,,,,-0.02657,-0.17545,0.16938,109.951,-1.693531721,,,,,541736000,0.118155853,-89151000,,,,,2.905089,-30.922,0.469,,8226,52.38,-0.06,"[111412000.0, 148354000.0, 140413000.0, 124114000.0, 128855000.0]","[51000.0, -16249000.0, -14550000.0, -61283000.0, 2931000.0]","[0.0, -1.34, -5.65, 0.27]","[0.33158008114027204, -0.053527373714224113, -0.11607899553460155, 0.03819875275955975]","[-319.6078431372549, -0.10456028063265432, 3.211890034364261, -1.047827293050275]","[-inf, 3.2164179104477615, -1.047787610619469]","[1.1020029320488167, 0.9500730466618555, 0.6523817795938097]",[],"[0.8598747483784388, -1.8064269319051263, -0.47511401943287723, -6.257905254496297, 1.4295678024239653]",5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,5,0
BILVYAPAR.NS,,12.1,37.9530752,21.9047619,379530752,12.1,-0.64,-0.662842906,,,-2323.6667,0,1,,,,,,,0,-1,68278000,-0.663017783,0.663017783,,,-0.20220251,,-0.473,,12085,51.27,0,"[0.0, 0.0, 0.0, 0.0, 0.0]","[-6968000.0, -4046000.0, -3864000.0, -5400000.0, 81700000.0]","[-0.22, -0.12, -0.17, 2.6]",[],"[-0.419345579793341, -0.04498269896193774, 0.39751552795031064, -16.12962962962963]","[-0.4545454545454546, 0.41666666666666674, -16.294117647058822]","[-0.9313559936319925, -0.9328084555651424, -0.8910114175259334]",[],[],5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3
CAPTRUST.NS,,30.82,81.710528,21.9047619,817105280,30.82,-3.06,,,,-1.57846,-0.12956001,0.9827,118.122,1.556822867,,,,,941820000,0.033997439,11109000,,,,,0.6161905,,0.416,,32051,54.12,-10.56,"[116387000.0, 204476000.0, 247884000.0, 248001000.0, 241459000.0]","[-83234000.0, 859000.0, 588000.0, 2326000.0, 7336000.0]","[-4.89, 0.029147, 0.13602, 0.45]","[0.7568628798749002, 0.2122889727889825, 0.0004719949653870792, -0.026378925891427873]","[-1.0103203017997453, -0.3154831199068685, 2.95578231292517, 2.1539122957867582]","[-1.0059605316973415, 3.666689539232168, 2.3083370092633437]","[1.1812239245419156, 1.2835724517829272, 1.0441264667535854]",[],[],5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,5,0
CREATIVEYE.NS,,7.7,16.2791584,21.9047619,162791584,7.7,-0.42,-0.085041181,,,-3.2141001,-0.33581,0.37355998,28.762,0.171996944,,,,,26080800,-0.053837557,-7175679,-0.086826085,1.612741908,,,0.8069587,125.175,-0.29,,29489,56.26,0,"[0.0, 11980800.0, 0.0, 12500000.0, 1600000.0]","[-7123000.0, 2303321.0, -7956000.0, 4556000.0, -6078000.0]","[-0.36, -0.4, 0.23, -0.3]","[inf, -1.0, inf, -0.872]","[-1.3233638916187, -4.454142952719139, -1.5726495726495726, -2.3340649692712905]","[0.11111111111111116, -1.575, -2.304347826086956]","[0.2876256147788565, 0.2944357713613174, 0.30881214510162724]",[],"[-2.4510658914728682, 2.365135632186633, -2.566113850291349, 3.090867370353373, -1.3649805447470817]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3
DANGEE.NS,,4.46,72.1064896,21.9047619,721064896,4.46,-0.04,-0.278875215,,,-0.01651,-0.02763,0.468,116.227,0.514218418,,,,,268215000,0.092772123,-5217000,-0.242993028,-2.619246163,,,4.694737,16.24,0.163,,176611,55.68,0,"[61374000.0, 64919000.0, 75867000.0, 68553000.0, 58876000.0]","[-4854000.0, -1663000.0, 1509000.0, -2477000.0, -2586000.0]","[-0.03, 0.01, -0.02, -0.02]","[0.057760615244240254, 0.16864092176404433, -0.09640555182094979, -0.1411608536460841]","[-0.6573959620931191, -1.9073962717979556, -2.6414844267726973, 0.0440048445700445]","[-1.3333333333333335, -3.0, 0.0]","[1.1622550291402212, 0.8531123671770352, 1.2670425611544338]",[],"[0.06159038177599663, -0.21054774994909387, 1.5118130457113508, 0.6013615733736762, 0.3694995685936152]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3
DELTAMAGNT.NS,,83.45,90.5525952,21.9047619,905525952,83.45,-7.26,,,,-0.06466,-0.19092,0.48166,192.514,-2.723314169,,,,,607058000,-0.113944036,-120894000,,,,,6.2749076,-158.826,0.201,,8147,72.12,0,"[143167000.0, 154303000.0, 151149000.0, 196582000.0, 157831000.0]","[-21847000.0, -3733000.0, -58452000.0, -29618000.0, -29091000.0]","[-2.01, -5.39, -2.73, -2.68]","[0.07778328804822343, -0.020440302521661957, 0.3005841917578018, -0.19712384653732284]","[-0.8291298576463588, 14.658183766407715, -0.4932936426469582, -0.017793233844283884]","[1.6815920398009951, -0.49350649350649345, -0.01831501831501825]","[1.9251383410037257, 1.8769326001209226, 1.4837628856384464]",[],"[-2.2807759626604436, -1.8616504854368932, -0.9994, -1.6563817382724908, -4.004910292728989]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3
GLOBALE.NS,,13.42,14.4685184,21.9047619,144685184,13.42,-1.47,-0.249522591,,,-0.18742001,-0.04896,-0.14049,92.85,-0.166721473,,,,,461099000,-0.174943918,-7692000,-0.227239619,1.298928374,,,1.2951167,,,,2824,64.8,0,"[10417000.0, -23890000.0, 120287000.0, 177324000.0, 187378000.0]","[-3617000.0, -9434000.0, -5102000.0, 2548000.0, 4297000.0]","[-0.34, -0.48, 0.24, 0.404603]","[-3.2933666122684073, -6.0350355797404776, 0.4741742665458446, 0.05669847285195462]","[1.6082388719933647, -0.459190163239347, -1.4994119952959624, 0.6864207221350078]","[0.4117647058823528, -1.5, 0.6858458333333333]","[0.9284928892725703, 0.8121552744518612, 0.8058298753418938]",[],"[-0.8556701030927835, -7.052141527001862, -1.9506707053223713, 2.1501873738829635, 3.977482678983834]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3
INFOMEDIA.NS,,7.8,41.2535456,21.9047619,412535456,7.8,-0.59,0.049584113,,,0,0,0,,-0.001064341,,,,,0,,-37330000,0.051099146,,,,-0.6762029,984551.6,0.29,,2945,50.69,0,"[0.0, 0.0, 0.0, 0.0, 0.0]","[-10281000.0, -9085000.0, -8855000.0, -8781000.0, -10609000.0]","[-0.21, -0.18, -0.18, -0.21]",[],"[-0.11633109619686799, -0.025316455696202556, -0.008356860530773558, 0.20817674524541618]","[-0.1428571428571429, 0.0, 0.16666666666666674]","[-0.6518773500155451, -0.6671418692483643, -0.6755529533979264]",[],"[-0.000949667616334283, -0.0009668508287292818, -0.0010859237138591013, -0.0010912563088255353, -0.0011129660545353367]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3
KANORICHEM.NS,,80.82,358.7417088,21.9047619,3587417088,80.82,-17.08,,,,-0.00082,-0.04656,0.30665,116.612,-1.382683686,,,,,15146310000,0.036455031,-835970000,,,,,0.6785324,20.779,-0.01,,23542,74.39,0,"[4537800000.0, 4093410000.0, 3475200000.0, 3736400000.0, 3841300000.0]","[-78300000.0, -363770000.0, -166700000.0, -139100000.0, -166400000.0]","[-1.79, -3.82, -3.18, -3.81]","[-0.09793071532460662, -0.15102567297192315, 0.07516114180478817, 0.028075152553259874]","[3.6458492975734353, -0.5417434092970833, -0.1655668866226755, 0.19626168224299056]","[1.1340782122905027, -0.16753926701570676, 0.19811320754716988]","[1.14268406480525, 0.9529050915783016, 0.8465574762920066]",[],"[0.035944700460829496, -4.708439897698209, -1.3928888888888888, 0.21308724832214765, -1.0918181818181818]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3
LAKPRE.NS,,5.88,6.4337196,21.9047619,64337196,5.88,-53.62,,-0.86243,-0.00028,0.08817001,-0.15453,0.53953,,,0.843,0.179,-24811640,,,,,,,,,0.24920535,,-0.527,,5284,62.85,0,[],[],[],[],[],[],[],[],[],5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3
LYKALABS.NS,,96.79,345.4435072,21.9047619,3454435072,96.79,2.11,-0.450494302,,,0.04768,0.05446,0.57418,37.896,6.329804053,,,,,1335644000,-0.100605008,80120000,-0.409944513,4.074792296,45.87204,,3.335976,29.315,0.537,,27286,58.16,0,"[330254000.0, 284977000.0, 337976000.0, 411551000.0, 301140000.0]","[9326000.0, 17716000.0, 27083000.0, 20965000.0, 14391000.0]","[0.25, 0.75, 0.58, 0.4]","[-0.1370975067675183, 0.1859764121315053, 0.21769297228205553, -0.26828023744323304]","[0.8996354278361569, 0.5287310905396252, -0.22589816490049108, -0.31357023610779866]","[2.0, -0.22666666666666668, -0.31034482758620685]","[0.3686115526575516, 0.3554687657970616, 0.8465983120678929]",[],"[2.583157648161162, 11.668080593849417, 6.814911281132997, 5.921731123388582, 3.878225931077113]",5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3
MUKTAARTS.NS,,66.16,154.8964224,21.9047619,1548964224,66.16,-7.37,,,,-0.15862,-0.10092,0.75305,,-0.112165641,,,,,1480751000,0.06524464,-173109000,,,,,-3.3652089,38.459,0.236,,4660,70.71,0,"[367289000.0, 194660000.0, 480993000.0, 417417000.0, 387681000.0]","[-60932000.0, -42001000.0, -21737000.0, -41537000.0, -67837000.0]","[-2.7, -0.96, -1.84, -3.0]","[-0.4700086308057143, 1.4709390732559333, -0.13217655974203368, -0.07123811440358208]","[-0.310690605921355, -0.4824647032213518, 0.9108892671481805, 0.6331704263668536]","[-0.6444444444444445, 0.9166666666666667, 0.6304347826086956]","[-2.5895515916717975, -2.2882561006959983, -2.7537034143392516, -4.142322638429424]",[],"[-0.897650579396409, 0.32731878958479943, 0.4388589100318723, -0.1865604159602125, -1.0465287582100546]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3
ORIENTLTD.NS,,84.39,88.0899776,21.9047619,880899776,84.39,-2.81,-0.082553464,,,-0.015700001,-0.021289999,0.29182,98.466,0.349092363,,,,,1415307000,-0.038396121,-27755000,-0.082887385,2.158743714,,,1.2890859,41.907,0.166,,5276,73,0,"[262459000.0, 338825000.0, 340992000.0, 367500000.0, 367990000.0]","[-7915000.0, -5202000.0, -7547000.0, -7435000.0, -7571000.0]","[-0.79, -0.75, -0.74, -0.76]","[0.29096354097211363, 0.00639563196340287, 0.07773789414414423, 0.0013333333333334085]","[-0.3427668982943778, 0.45078815840061526, -0.014840333907512937, 0.018291862811028903]","[-0.05063291139240511, -0.013333333333333308, 0.027027027027026973]","[0.9846573167100572, 0.91599599395495, 0.9866477681230871]",[],"[0.32038775006174364, -1.6498305084745764, 0.4431070363912481, 0.5253253960246191, 0.3922528152821178]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3
ORTEL.NS,,1.71,5.63905,21.9047619,56390500,1.71,-12.06,,,,-0.87775004,-0.47809,0.51543,,,,,,,635165000,,-219599000,,,,,-0.07297401,52.786,0.01,,10590,55.43,0,[],[],[],[],[],[],[],[],[],5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3
SGL.NS,,14.4,40.5068544,21.9047619,405068544,14.4,-0.24,,,,0.00191,-0.00572,0.17907,56.502,,,,,,1101955000,-0.029119231,-6569000,,,,,1.4374126,49.366,0.423,,29655,65.76,0,"[251173000.0, 274227000.0, 350715000.0, 228467000.0, 248546000.0]","[-955000.0, -3924000.0, 1154000.0, -2227000.0, -1203000.0]","[-0.04, 0.04, -0.08, -0.04]","[0.09178534316984699, 0.27892220678489, -0.3485679255235733, 0.08788577781473905]","[3.1089005235602096, -1.2940876656472986, -2.9298093587521663, -0.45981140547822186]","[-2.0, -3.0, -0.5]","[0.5650236522415312, 0.6140882843722574, 0.7185622062235973]",[],"[0.5597416576964478, -1.4094775212636694, 1.5179533213644525, 0.0030721966205837174, 0.5328155339805826]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3
SHAHALLOYS.NS,,68.82,138.2408192,21.9047619,1382408192,68.82,-9.5,,,,-0.08672,-0.08923,0.42098,,-4.676664359,,,,,2665170000,-0.328402005,-197327000,,,,,-17.718845,,-0.162,,27470,53.78,0,"[236400000.0, 297570000.0, 519000000.0, 663100000.0, 1185500000.0]","[-57600000.0, -45027000.0, -21600000.0, -64100000.0, -66900000.0]","[-2.91, -1.09, -3.23, -3.38]","[0.2587563451776649, 0.7441274322008267, 0.27764932562620426, 0.7878148092293771]","[-0.21828124999999998, -0.5202878273036178, 1.9675925925925926, 0.043681747269890714]","[-0.6254295532646048, 1.9633027522935778, 0.046439628482972006]","[-8.771969410666252, -37.71028037383178, 6.951775373625993]",[],"[-1.9523809523809523, -3.9104410843696877, -1.236842105263158, -6.603603603603603, -7.054054054054054]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3
SHIVAMILLS.NS,,67.17,59.2182464,21.9047619,592182464,67.17,-4.14,,,,-0.0163,-0.021879999,0.1975,10.698,-2.741784865,,,,,1685391000,-0.073823859,-38112000,,,,,0.6281621,20.636,0.058,,8755,74.93,0,"[375601000.0, 402726000.0, 359773000.0, 480742000.0, 442150000.0]","[-6245000.0, -7683000.0, -14697000.0, -7188000.0, -8544000.0]","[-0.72, -1.7, -0.83, -0.99]","[0.07221759260491845, -0.1066556418011253, 0.3362370161184969, -0.08027590682736274]","[0.23026421136909536, 0.9129246388129637, -0.5109205960400082, 0.18864774624373948]","[1.3611111111111112, -0.5117647058823529, 0.19277108433734935]","[0.10698026246730521, 0.12443330164128126, 0.10703903784013075]",[],"[-3.2698003863490017, -2.4290220820189274, -4.75847619047619, -2.0175257731958762, -2.0121951219512195]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3
SRD.NS,,70.51,470.4701952,21.9047619,4704701952,70.51,1.9,-0.250635334,,,0.05034,0.02856,0.05647,16.288,18.69426606,,,,,4017843000,0.098276813,113924000,-0.250556425,-2.549496859,37.110527,,4.149356,26.711,-0.701,0.07,43722,73.6,0,"[1222670000.0, 1067475800.0, 1018920000.0, 944192000.0, 987256000.0]","[42361000.0, 25155800.0, 28631400.0, 25338000.0, 34799000.0]","[0.66, 0.45, 0.396, 0.54]","[-0.1269305699820884, -0.04548655810276914, -0.07334039963883332, 0.04560936758625367]","[-0.40615660631241, 0.13816296838104924, -0.11502755715752633, 0.3733917436261742]","[-0.31818181818181823, -0.12, 0.36363636363636376]","[0.16302643629984942, 0.0920264551066572, 0.06296421456848532]",[],"[19.514111845556606, 14.51151574459162, 13.49409594095941, 38.425925925925924, 45.64154641011937]",5,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,3
UNIINFO.NS,,18,19.6044656,21.9047619,196044656,18,-0.65,,,,0.021949999,-0.00594,0.47971,15.126,-0.833001548,,,,,333425000,-0.071014368,-6925000,-0.375814612,5.292092629,,,0.5975104,23.543,0.668,,3089,50.91,0,[88217000.0],[-2132000.0],[-0.2],[],[],[],[0.12308588294842632],[],[-1.1757847533632286],5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,3
ARTNIRMAN.NS,,48.5,124.9727488,20,1249727488,48.5,0.8,,,,-0.107329994,0.0647,1.01329,48.424,2.833846441,,,,,273852000,-0.092578135,19923000,,,60.625,,3.2461014,49.382,-0.101,,1217,73.75,0,"[89239000.0, 45000000.0, 84613000.0, 55000000.0, 133771000.0]","[7739000.0, 2780000.0, 5333000.0, 4071000.0, 2425000.0]","[0.11, 0.21, 0.16]","[-0.49573616916370644, 0.8802888888888889, -0.34998168130192764, 1.4322]","[-0.6407804625920661, 0.9183453237410073, -0.23663978998687418, -0.4043232620977647]","[0.909090909090909, -0.23809523809523803]","[0.48424350027624163, 0.23702403523733037, 0.0828020785520403]",[],"[1.7337260677466864, 15.55497382198953, 33.91975308641975, 23.49171270718232, 1.4169646404449743]",5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3
DIGJAMLMTD.NS,,52.94,108.2753024,20,1082753024,52.94,0.55,,,,0.00903,-0.21146,0.32972,1096.103,2.482360872,,,,,181983000,-0.158867437,-106049000,,,96.25454,,19.585644,47.618,0.26,,2712,75,0,"[39528000.0, 55409000.0, 53518000.0, 56400000.0, 14091000.0]","[9605000.0, 48803000.0, 15216000.0, -117200000.0, -52582000.0]","[0.48, 0.76, -5.86, -2.63]","[0.40176583687512646, -0.03412802974246065, 0.053851040771329295, -0.7501595744680851]","[4.080999479437793, -0.6882158883675185, -8.70241850683491, -0.5513481228668942]","[0.5833333333333335, -8.710526315789474, -0.5511945392491469]","[5.94581171237954, -54.116708143825626, 1.5010067219995582]",[],"[0.06377224199288256, 33.378543307086616, 3.846772684752105, -14.421052631578947]",5,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3
LEXUS.NS,,26.38,54.0728384,20,540728384,26.38,-2.49,-0.307003461,-0.73550004,-0.00712,0.07987,-0.06686,0.8795,1493.683,-0.330091658,1.415,0.162,-85342496,,738040000,-0.185980191,-50314000,,,,,12.207311,18.404,-0.638,,7181,55.13,0,"[195228000.0, 191277000.0, 173747000.0, 177788000.0, 246843000.0]","[5249000.0, 789000.0, -18728000.0, -37624000.0, -81534000.0]","[0.04, -0.93, -0.19]","[-0.02023787571454916, -0.09164719229180718, 0.023257955533045216, 0.38841204130762486]","[-0.8496856544103639, -24.73637515842839, 1.0089705254164887, 1.1670742079523708]","[-24.25, -0.7956989247311828]","[14.93683100689908, 17.46118062239333, 6.268825050704497]",[],"[1.374157519738109, 0.9950773558368495, -1.093621507643648, -2.4218114275605873, -5.935066041755433]",5,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,3
MARALOVER.NS,,45.3,191.7385472,20,1917385472,45.3,-7.31,,,,-0.03277,-0.029679999,0.37750998,412.48,0.301254089,,,,,10470300000,-0.00346684,-241977000,,,,,1.5947335,31.208,-0.005,,25157,74.95,0,"[2254959000.0, 2467955000.0, 2503700000.0, 2710400000.0, 2509228000.0]","[-125698000.0, -2300000.0, -105600000.0, -69600000.0, -64483000.0]","[-3.03, -2.54, -1.68, -1.55]","[0.09445670630818559, 0.014483651444211931, 0.08255781443463683, -0.07422225501770952]","[-0.9817021750544956, 44.91304347826087, -0.34090909090909094, -0.07352011494252875]","[-0.16171617161716167, -0.3385826771653544, -0.07738095238095233]","[4.124804848930113, 3.900454392460451, 3.619134538703701]",[],"[-0.2752214689943408, 0.9514124293785311, -0.28846153846153844, 0.24795081967213115, 0.2989614725841771]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3
SALSTEEL.NS,,27.28,233.2367872,20,2332367872,27.28,-1.92,,,,-0.062800005,-0.029000001,0.07298,458.379,0.547993937,,,,,5441157000,0.02499582,-64244000,,,,,6.007488,31.574,-0.105,,87159,50.56,0,"[1275500000.0, 1163757000.0, 1935600000.0, 1234800000.0, 1107000000.0]","[-96800000.0, -59644000.0, -6800000.0, 600000.0, 1600000.0]","[-1.14, -0.08, 0.01, 0.02]","[-0.0876072128577029, 0.663233819431376, -0.3620582765034098, -0.10349854227405253]","[-0.3838429752066116, -0.8859902085708538, -1.088235294117647, 1.6666666666666665]","[-0.9298245614035088, -1.125, 1.0]","[4.58463318389356, 2.761820592134335, 2.9741864410409176]",[],"[-1.6247464503042597, -0.587513497594974, 1.1027837259100643, 1.031055900621118, 1.0628930817610063]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3
VALIANTLAB.NS,,83.45,473.670656,20,4736706560,83.45,0.02,,,,0.03986,0.0008,0.14877,51.934,-7.628636623,,,,,1333820000,-0.229437032,-22012000,,,4172.5,,1.5661654,2141.612,-0.361,,32010,74.94,0,"[468227000.0, 577858000.0, 352330000.0, 214790000.0, 188842000.0]","[18209000.0, 7039000.0, 23451000.0, -47408000.0, -5093000.0]","[0.389823, 0.501201, -1.011684, -0.111378]","[0.23414070525621122, -0.39028273382041956, -0.3903726619930179, -0.1208063690115927]","[-0.6134329177879071, 2.3315811905100157, -3.0215769050360324, -0.8925708741140735]","[0.2857142857142858, -3.018519516122274, -0.8899083112908774]","[0.519341249054138, 0.49903566797964344, 0.32385380129797536]",[],"[34.40654843110505, 18.266544117647058, 27.145395799676898, -639.688524590164, -2.062381852551985]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3
ARCHIES.NS,,19.97,68.424736,19.04761905,684247360,19.97,-0.04,-0.18004261,,,-0.22209999,-0.00212,0.60452,36.988,0.413950288,,,,,689024000,-0.030159413,-14629000,-0.177416675,5.882630238,,,0.513328,54.397,0.527,,27109,62.14,-0.15,"[135216000.0, 182690000.0, 175347000.0, 198970000.0, 132017000.0]","[3001000.0, -11043000.0, 283000.0, 6293000.0, -10161000.0]","[0.09, 0.01, 0.19, -0.3]","[0.35109750325405287, -0.0401937708686847, 0.13472143806281256, -0.3364979645172639]","[-4.679773408863712, -1.0256270940867518, 21.236749116607776, -2.614651199745749]","[-0.8888888888888888, 18.0, -2.5789473684210527]","[0.36988214042692413, 0.41210689990726157, 0.566688998927044]",[],"[1.2092455043002346, -0.46754250386398766, 1.1360142406343556, 1.036627450980392, -0.3054857791102828]",5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0
